phenocode	phenotype	category	num_cases	num_controls
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	585	499763
Q17_CONGEN_MALFO_RETI	Congenital retinoschisis	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	86	497731
Q17_CONGEN_MALFO_SPINE_BONY_THORAX	Congenital malformations of spine and bony thorax	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	207	496702
Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	313	499763
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	2168	498180
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	776	278792
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	Congenital musculoskeletal deformities of head, face, spine and chest	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	439	496702
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of u	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	720	498180
Q17_CONOTR_DEFEC	Conotruncal defects	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	464	499884
Q17_CRANIOSYNOSTOSIS	Craniosynostosis EXCLUDE syndromes	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	70	500278
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1142	498180
Q17_DOWNS_SYNDR	Down's syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	124	499702
Q17_EHLER_SYNDR	Ehlers-Danlos syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	353	499995
Q17_EPIDERMOL_BULLOSA	Epidermolysis bullosa	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	53	496855
Q17_HYPOSPADIAS	Hypospadias	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	131	217599
Q17_LVOTO_BROAD	Left ventricular outflow tract obstruction (LVOTO), broad definition	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	3879	496469
Q17_LVOTO_NARROW	Left ventricular outflow tract obstruction, narrow definition	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1761	498587
Q17_MARFAN	Marfan's syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	186	496855
Q17_MASTOCYTOSIS	Mastocytosis	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	183	496855
Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED	Monosomies and deletions from the autosomes, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	85	499702
Q17_NEUROFIBROMATOSIS_1	Neurofibromatosis, type 1	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	231	496855
Q17_NEUROFIBROMATOSIS_2	Neurofibromatosis, type 2	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	64	496855
Q17_OSTEOCHONDROD_W_DEFECTS_GROWTH_TUBULAR_BONES_SPINE	Osteochondrodysplasia with defects of growth of tubular bones and spine	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	68	496702
Q17_OTHER_CHROMOSOME_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Other chromosome abnormalities, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	138	499702
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	3493	496855
Q17_OTHER_CONGEN_MALFO_BRAIN	Other congenital malformations of brain	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	168	499525
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	884	494430
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1657	498691
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM2	Other congenital malformations of digestive system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	82	498691
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	495	497731
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1095	497731
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	329	278792
Q17_OTHER_CONGEN_MALFO_HEART	Other congenital malformations of heart	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	230	494430
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	301	498691
Q17_OTHER_CONGEN_MALFO_KIDNEY	Other congenital malformations of kidney	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	135	498180
Q17_OTHER_CONGEN_MALFO_LIMBS	Other congenital malformations of limb(s)	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	288	496702
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	234	217599
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	361	499525
Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	Other congenital malformations, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	288	496855
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	474	494430
Q17_OTHER_CONGEN_MALFO_RESPI_SYSTEM	Other congenital malformations of respiratory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	59	499763
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1515	496855
Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES	Other congenital malformations of skull and face bones	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	115	496702
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	531	498691
Q17_OTHER_CONGEN_MALFO_UPPER_ALIME_TRACT	Other congenital malformations of upper alimentary tract	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	237	498691
Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM	Other congenital malformations of urinary system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	167	498180
Q17_OTHER_CONGEN_MUSCULOS_DEFORMITI	Other congenital musculoskeletal deformities	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	115	496702
Q17_OTHER_OSTEOCHONDROD	Other osteochondrodysplasias	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	306	496702
Q17_OTHER_SEX_CHROMOSOME_ABNORMALITI_MALE_PHENOT_NOT_ELSEW_CLASSIFIED	Other sex chromosome abnormalities, male phenotype, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	64	218019
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	585	496855
Q17_PDA	Isolated patent ductus arteriosus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	96	500252
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	396	496855
Q17_REDUCT_DEFECTS_LOWER_LIMB	Reduction defects of lower limb	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	88	496702
Q17_REDUCT_DEFECTS_UPPER_LIMB	Reduction defects of upper limb	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	83	496702
Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY	Renal agenesis and other reduction defects of kidney	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	162	498180
Q17_RVOTO	Right ventricular outflow tract obstruction	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	275	500073
Q17_SEPTA_DEFEC	Septal defects	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	2420	497928
Q17_SPINA_BIFIDA	Spina bifida	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	78	499525
Q17_SYNDACTYLY	Syndactyly	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	77	496702
Q17_UNDES_TESTICLE	Undescended testicle	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	370	217599
Q17_VACTREL	Vertebral, anorectal, cardiavascular, thracheoesophagial, renal and limb anomaly	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	6938	493410
R18_ANOREXIA	Anorexia	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhe	546	499802
R18_RETEN_URINE	Retention of urine	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhe	15722	453777
REITER	Reiter disease	Rheuma endpoints	213	497416
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	Interstitial lung disease endpoints	463	499885
RHEUMAT_LUNG	Rheumatoid lung disease	Rheuma endpoints	131	451874
RHEUMA_ARHTROPAT_REACTIVE	Reactive arthropathies, FINNGEN	Rheuma endpoints	2932	374317
RHEUMA_NOS	Other/unspecified rheumatoid arthritis	Rheuma endpoints	5042	495193
RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide	Rheuma endpoints	8048	492300
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	Rheuma endpoints	5002	374317
RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition	Rheuma endpoints	6179	488830
RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide	Rheuma endpoints	11918	488425
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	Rheuma endpoints	15011	374317
RHINITIS_VASOMOTOR	Vasomotor rhinitis (mode)	Comorbidities of Asthma	2781	492187
RX_ANTIHYP	Antihypertensive medication - note that there are other indications	Drug purchase endpoints	273281	227067
RX_ASTMA_BIOL	Biological medicines for asthma	Drug purchase endpoints	458	499890
RX_CODEINE_TRAMADOL	Codeine or tramadol medication	Drug purchase endpoints	84151	416197
RX_CROHN_1STLINE	First line medication for Crohn's disease	Drug purchase endpoints	106320	394028
RX_CROHN_2NDLINE	Second line medication for Crohn's disease	Drug purchase endpoints	28457	471891
RX_GLUCOSAMINE	Glucosamine medication	Drug purchase endpoints	23215	477133
RX_INFERTILITY	Medical treatment for female infertility	Drug purchase endpoints	9381	272683
RX_N05C	Use of hypnotics and sedatives	V Mental and behavioural disorders (F5_)	86095	414253
RX_PARACETAMOL_NSAID	Paracetamol of NSAID medication	Drug purchase endpoints	427348	73000
RX_RHEUMA_BIOLOGICAL	Biological medication for rheuma	Drug purchase endpoints	6733	493615
RX_STATIN	Statin medication	IX Diseases of the circulatory system (I9_)	183578	316770
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	Rheuma endpoints	1197	469546
SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	Rheuma endpoints	1891	438992
SFN	Small fibre neuropathy	Neurological endpoints	895	491583
SLEEP	Sleep disorders (combined)	Neurological endpoints	65076	430194
SLE_FG	SLE (Finngen)	Rheuma endpoints	1306	372273
SLE_OTH	Other forms of systemic lupus erythematosus	Rheuma endpoints	291	499042
SMOKING_DEPEND	Smoking dependency	V Mental and behavioural disorders (F5_)	3200	495423
SPONDYLOARTHRITIS	Spondyloarthritis	Comorbidities of Interstitial lung disease endpoints	8508	451874
SPONDYLOPATHY_FG	Spondylopathies (FG)	Rheuma endpoints	6317	374317
ST19_FRACT_FEMUR	Fracture of femur	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	12229	476877
ST19_FRACT_FOOT_ANKLE	Fracture of foot, except ankle	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	10987	462569
ST19_FRACT_FOREA	Fracture of forearm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	27907	462982
ST19_FRACT_INVOLVI_MULTIPLE_BODY_REGIONS	Fractures involving multiple body regions	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	74	498952
ST19_FRACT_LOWER_LEG_INCLU_ANKLE	Fracture of lower leg, including ankle	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	28218	423508
ST19_FRACT_LUMBAR_SPINE_PELVIS	Fracture of lumbar spine and pelvis	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	9061	481639
ST19_FRACT_NECK	Fracture of neck	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	2108	490069
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	Fracture of rib(s), sternum and thoracic spine	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	12995	478997
ST19_FRACT_SHOUL_UPPER_ARM	Fracture of shoulder and upper arm	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	16817	454533
ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	9677	430988
ST19_FRACT_SPINE_LEVEL_UNSPE	Fracture of spine, level unspecified	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	62	496520
ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	16641	441025
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol	Alcohol related diseases	797	495678
ST19_TOXIC_EFFECT_ETHAN	Toxic effect of ethanol	Alcohol related diseases	1604	498744
STILL_ADULT	Adult-onset Still disease	Rheuma endpoints	144	451874
SYSTINOTH_FG	Systemic disorders of connective tissue in diseases classified elsewhere (FG)	Rheuma endpoints	75	374317
SYSTSCLE_STRICT	Systemic sclerosis,strict definition	Rheuma endpoints	313	499508
T1D	Type 1 diabetes, definitions combined	Diabetes endpoints	4721	403489
T1D_EARLY	Type1 diabetes, definitions combined, early onset	Diabetes endpoints	3051	497297
T1D_STRICT2	Type 1 diabetes, strict definition, subgroup 2	Diabetes endpoints	100	398397
T2D	Type 2 diabetes, definitions combined	Diabetes endpoints	82878	403489
T2D_WIDE	Type 2 diabetes, wide definition	Diabetes endpoints	55418	405261
TBC_RESP	Respiratory tuberculosis	I Certain infectious and parasitic diseases (AB1_)	2226	497387
TEMPOROMANDIB	Temporomandibular joint disorders	XI Diseases of the digestive system (K11_)	7966	262404
TEMPOROMANDIB_INCLAVO	Temporomandibular joint disorders, including avohilmo	XI Diseases of the digestive system (K11_)	20799	479549
THROMBOCYTAEMIA	Essential (haemorrhagic) thrombocythaemia	Other, not yet classified endpoints (same as #MISC)	1307	377885
THYROIDITIS	Thyroiditis	Comorbidities of Gastrointestinal endpoints	2729	486722
THYROTOXICOSIS	Thyrotoxicosis	Comorbidities of Gastrointestinal endpoints	11003	486722
TONGUEABNORMALITY	Tongue abnormality	XI Diseases of the digestive system (K11_)	2151	498197
TRACHEOBRONCHOMAL	Tracheo-bronchomalasia	COPD and related endpoints	169	180057
TRAUMBRAIN_NONCONCUS	severe traumatic brain injury, does not include concussion	Neurological endpoints	9395	490953
U22_COVID19_CONFIRMED	Covid-19 confirmed case	XXII Codes for special purposes (U22_)	12478	478886
U22_COVID19_SUSPECTED	Covid-19 suspected case	XXII Codes for special purposes (U22_)	9587	478886
ULCERENTER	Ulcerative enterocolitis	Gastrointestinal endpoints	1210	476577
ULCERILEO	Ulcerative ileocolitis	Gastrointestinal endpoints	1596	476577
ULCERNAS	Ulcerative colitis, NAS	Gastrointestinal endpoints	6080	476577
